,Year,InitNumber,Title,Qualified/Failed,PropNum,Appoved/Rejected,ElectionYear
2073,2004,1027,Q,68,R,2004,
2074,2004,1028,F,,,,
2075,INITIATIVENUMBER,,,,,,
2077,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2079,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2081,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2083,ELECTIONYEAR,,,,,,
2088,2004,1029,Q,69,A,2004,
2089,2004,1030,Withdrawn,,,,
2090,2004,1031,Q,65,R,2004,
2091,2004,1032,F,,,,
2092,2004,1033,F,,,,
2093,2004,1034,F,,,,
2094,2004,1035,F,,,,
2095,2004,1036,F,,,,
2096,2004,1037,F,,,,
2097,2004,1038,F,,,,
2098,2004,1039,F,,,,
2099,2004,1040,F,,,,
2100,2004,1041,F,,,,
2101,2004,1042,F,,,,
2102,2004,1043,F,,,,
2103,2004,1044,F,,,,
2104,INITIATIVENUMBER,,,,,,
2106,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2108,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2110,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2112,ELECTIONYEAR,,,,,,
2117,2004,1045,F,,,,
2118,2004,1046,Q,70,R,2004,
2119,2004,1047,Withdrawn,,,,
2120,2004,1048,F,,,,
2121,2004,1049,F,,,,
2122,2004,1050,F,,,,
2123,2004,1051,F,,,,
2124,2004,1052,F,,,,
2125,2004,1053,F,,,,
2126,2004,1054,F,,,,
2127,2004,1055,F,,,,
2128,2004,1056,F,,,,
2129,2004,1057,F,,,,
2130,2004,1058,F,,,,
2131,2004,1059,F,,,,
2132,2004,1060,Withdrawn,,,,
2133,2004,1061,F,,,,
2134,2004,1062,F,,,,
2135,2004,1063,Withdrawn,,,,
2136,2004,1064,F,,,,
2137,2004,1065,F,,,,
2138,2004,1066,F,,,,
2139,INITIATIVENUMBER,,,,,,
2141,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2143,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2145,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2147,ELECTIONYEAR,,,,,,
2152,2004,1067,Q,73,R,2005,
2153,2004,1068,F,,,,
2154,2004,1069,F,,,,
2157,2005,1070,F,,,,
2158,2005,1071,F,,,,
2159,2005,1072,Q,77,R,2005,
2160,2005,1073,F,,,,
2161,2005,1074,F,,,,
2162,2005,1075,F,,,,
2163,2005,1076,F,,,,
2164,2005,1077,F,,,,
2165,2005,1078,F,,,,
2166,2005,1079,F,,,,
2167,2005,1080,F,,,,
2168,2005,1081,F,,,,
2169,2005,1082,F,,,,
2170,2005,1083,F,,,,
2171,2005,1084,Q,75,R,2005,
2172,2005,1085,F,,,,
2173,INITIATIVENUMBER,,,,,,
2175,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2177,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2179,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2181,ELECTIONYEAR,,,,,,
2187,2005,1086,School Funding Allocations. State-Required Percentage for DirectClassroom Instruction. (CA/S),F,,,
2188,2005,1087,Charter Schools. Additional Authorization and Funding. (S),F,,,
2189,2005,1088,Public School Teachers. Waiting Period for Permanent Status.Dismissal. (S),Q,74,R,2005
2190,2005,1089,"Appropriation Limits. School Funding, Class Size Requirement. (CA)",F,,,
2191,2005,1090,"Fees. Appropriation Limits. Public School Funding, Class SizeRequirements. (CA)",F,,,
2192,2005,1091,Political Activities of Public Employee Unions. Funding. (S),F,,,
2193,2005,1092,Same Percent Vote Requirement for Ballot Measures. (CA),F,,,
2194,2005,1093,Ballot Measures. Same Percent Vote Requirement. (CA),F,,,
2195,2005,1094,State/Local Spending Limits. Vote Requirement for Fees/Charges.School Funding. State Mandates. Bonds. (CA),F,,,
2196,2005,1095,State Mandates. State/Local Spending Limits. Vote Requirement forFees/Charges. Bonds. (CA),F,,,
2197,2005,1096,Fiscal Emergency. State Budget. State/Local Spending Limits. VoteRequirement for Fees/Charges. Bonds. (CA),F,,,
2198,2005,1097,School Funding. Fiscal Emergency. State/Local Spending Limits.Vote Requirement for Fees/Charges. (CA),F,,,
2199,2005,1098,State Budget. School Funding. Fiscal Emergency. State/LocalSpending Limits. Vote Requirements for Fees/Charges. Bonds. (CA),F,,,
2200,2005,1099,K-12 Education. Funding. Commercial Property Taxes. (CA/S),F,,,
2201,2005,1100,Funding K-12 Education. Commercial Property Taxes. (CA/S),F,,,
2202,2005,1101,Minimum Wage. Increases and Future Adjustments. (S),F,,,
2203,2005,1102,Reapportioning Election Districts. Congressional Exception. (CA),F,,,
2204,2005,1103,Voter Identification Requirement. (S),F,,,
2205,INITIATIVENUMBER,,,,,,
2207,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2209,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2211,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2213,ELECTIONYEAR,,,,,,
2218,2005,1104,F,,,,
2219,2005,1105,F,,,,
2220,2005,1106,Q,79,R,2005,
2221,2005,1107,F,,,,
2222,2005,1108,F,,,,
2223,2005,1109,F,,,,
2224,2005,1110,F,,,,
2225,2005,1111,F,,,,
2226,2005,1112,F,,,,
2227,2005,1113,F,,,,
2228,2005,1114,Q,80,R,2005,
2229,2005,1115,F,,,,
2230,2005,1116,F,,,,
2231,2005,1117,F,,,,
2232,2005,1118,F,,,,
2233,2005,1119,F,,,,
2234,2005,1120,F,,,,
2235,2005,1121,F,,,,
2236,2005,1122,F,,,,
2237,2005,1123,F,,,,
2238,2005,1124,F,,,,
2239,INITIATIVENUMBER,,,,,,
2241,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2243,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2245,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2247,ELECTIONYEAR,,,,,,
2253,2005,1125,"Commercial Real Property Taxation. Reassessment, Exemptions,and Revenue Distribution. (CA)",F,,,
2254,2005,1126,"Commercial Property Taxes, Exemptions. Revenues for Schools,Transportation, Public Safety. (CA)",F,,,
2255,2005,1127,Defined Benefit Retirement Plan. Private Sector Employees. (S),F,,,
2256,2005,1128,Prohibition on Government Employee Payroll Deductions for PoliticalPurposes. (S),F,,,
2257,2005,1129,Prescription Drugs. Discounts. (S),Q,78,R,2005
2258,2005,1130,Casino-Style Gaming District. (CA),F,,,
2259,2005,1131,School Funding. State Spending. (CA),Q,76,R,2005
2260,2005,1132,Regulation of Electric Service Providers. (S),F,,,
2261,2005,1133,Urban Tribal Casinos. (CA/S),F,,,
2262,2005,1134,Prohibition Against Defined Benefit Public Pensions. Exception forUniversity of California. (CA/S),F,,,
2263,2005,1135,Legislative Vote Requirement for Taxes. Redefinition of Tax. (CA),F,,,
2264,2005,1136,"Expansion of Constitutional Definition of a Person to Include theUnborn, and Related Rights. (CA)",F,,,
2265,2005,1137,State Court Orders and Judgments. Publication of AppellateDecisions. (CA),F,,,
2266,2005,1138,Elections. Electronic Voting Machines. (CA),F,,,
2267,2005,1139,"Definition of Fees, Charges, Taxes. Vote Requirements.",F,,,
2268,2005,1140,State Holidays. Statewide General Elections. (S),F,,,
2269,2005,1141,State Payments to Parents of Public School Children. StandardizedTesting. (S),F,,,
2270,2005,1142,California Border Police. Immigration. (CA/S),F,,,
2271,2005,1143,Fees/Charges. Taxes. Vote Requirement. (CA),F,,,
2272,2005,1144,Vote Requirement. Taxes. Redefinition of Fees/Charges. (CA),F,,,
2273,2005,1145,Marriage. Elimination of Domestic Partnership Rights. (CA),F,,,
2274,2005,1146,Marriage. Invalidation of Domestic Partnerships. (CA),F,,,
2275,2005,1147,Marriage. Exclusive Legal Status for Married Spouses. (CA),F,,,
2276,INITIATIVENUMBER,,,,,,
2278,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2280,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2282,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2284,ELECTIONYEAR,,,,,,
2290,2005,1148,Political Contributions and Expenditures by Corporations.Shareholder Consent Requirements. Limits and Penalties. (S),F,,,
2291,2005,1149,Wealth Tax. Tax Rates and Credits. (S),F,,,
2292,2005,1150,Alcohol Beverage Surtax. Sex Crime Penalties. Victim Assistance.(S),F,,,
2293,2005,1151,"Public Preschool Education. Tax Increase on Incomes Over$400,000 for Individuals; $800,000 for Couples. (CA/S)",Q,82,R,2006
2294,2005,1152,Identity Theft. Criminal Gang Activity. Forensic Computer AnalysisFund. (S),F,,,
2295,2005,1153,Casino-Style Gaming District. (CA),F,,,
2296,2005,1154,"Sex Offenders. Sexually Violent Predators. Punishment, ResidenceRestrictions and Monitoring. (S)",Q,83,A,2006
2297,2005,1155,Invalidation of Domestic Partnerships. Marriage. (CA),F,,,
2298,2005,1156,Child Custody. Equal Physical Custody. (S),F,,,
2299,2005,1157,Wealth Tax. Tax Rates. Tax Credits. (CA/S),F,,,
2300,2005,1159,Cigarette Tax. (CA/S),F,,,
2301,2005,1160,Tax on Cigarettes. (CA/S),Withdrawn,,,
2302,2005,1161,Healthcare for Uninsured Citizens. Tax Relief for MedicalProfessionals. (CA),F,,,
2303,2005,1162,Marriage. Elimination of Domestic Partnership Rights. (CA),F,,,
2304,2005,1163,Invalidation of Domestic Partnerships. Marriage. (CA),F,,,
2305,2005,1164,Marriage. Elimination of Domestic Partnership Rights. (CA),F,,,
2306,2005,1165,Election Day Holiday. (S),F,,,
2307,2005,1166,Citizenship and Residency. Public Benefits and Services. Voting. (S),F,,,
2308,2005,1167,Right to Possess Firearms. (CA),F,,,
2309,2005,1168,Marriage. Elimination of Domestic Partnership Rights. (CA),F,,,
2310,2005,1169,Marriage. Elimination of Domestic Partnership Rights. (CA),F,,,
2311,2005,1170,Marriage. Elimination of Domestic Partnership Rights. (CA),F,,,
2312,INITIATIVENUMBER,,,,,,
2314,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2316,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2318,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2320,ELECTIONYEAR,,,,,,
2325,2005,1171,F,,,,
2326,2005,1172,F,,,,
2327,2005,1173,F,,,,
2328,2005,1174,F,,,,
2329,2005,1175,F,,,,
2330,2005,1176,Withdrawn,,,,
2331,2005,1177,Withdrawn,,,,
2332,2005,1178,F,,,,
2333,2005,1179,F,,,,
2336,2006,1180,F,,,,
2337,2006,1181,F,,,,
2338,2006,1182,Q,91,R,2008,
2339,2006,1183,F,,,,
2340,2006,1184,F,,,,
2341,2006,1185,Q,84,A,2006,
2342,2006,1186,Q,85,R,2006,
2343,2006,1187,F,,,,
2344,2006,1188,F,,,,
2345,2006,1189,Q,88,R,2006,
2346,2006,1190,F,,,,
2347,2006,1191,F,,,,
2348,2006,1192,F,,,,
2349,INITIATIVENUMBER,,,,,,
2351,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2353,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2355,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2357,ELECTIONYEAR,,,,,,
2362,2006,1193,F,,,,
2363,2006,1194,F,,,,
2364,2006,1195,F,,,,
2365,2006,1196,Q,87,R,2006,
2366,2006,1197,Q,86,R,2006,
2367,2006,1198,F,,,,
2368,2006,1199,F,,,,
2369,2006,1200,F,,,,
2370,2006,1201,F,,,,
2371,2006,1202,F,,,,
2372,2006,1203,F,,,,
2373,2006,1204,Q,90,R,2006,
2374,2006,1205,Withdrawn,,,,
2375,2006,1206,F,,,,
2376,2006,1207,F,,,,
2377,2006,1208,F,,,,
2378,2006,1209,Withdrawn,,,,
2379,2006,1210,F,,,,
2380,2006,1211,F,,,,
2381,2006,1212,F,,,,
2382,2006,1213,Withdrawn,,,,
2383,2006,1214,F,,,,
2384,2006,1215,F,,,,
2385,INITIATIVENUMBER,,,,,,
2387,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2389,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2391,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2393,ELECTIONYEAR,,,,,,
2398,2006,1216,Q,89,R,2006,
2399,2006,1217,F,,,,
2400,2006,1218,F,,,,
2401,2006,1219,F,,,,
2402,2006,1220,F,,,,
2403,2006,1221,F,,,,
2404,2006,1222,F,,,,
2405,2006,1223,F,,,,
2406,2006,1224,F,,,,
2407,2006,1225,F,,,,
2408,2006,1226,Q,92,R,2008,
2409,2006,1227,F,,,,
2410,2006,1228,F,,,,
2411,2006,1229,F,,,,
2412,2006,1230,F,,,,
2413,2006,1231,F,,,,
2414,2006,1232,F,,,,
2417,2007,1233,F,,,,
2418,2007,1234,Withdrawn,,,,
2419,INITIATIVENUMBER,,,,,,
2421,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2423,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2425,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2427,ELECTIONYEAR,,,,,,
2432,2007,1235,Withdrawn,,,,
2433,2007,1236,F,,,,
2434,2007,1237,F,,,,
2435,2007,1238,Q,93,R,2008,
2436,2007,1239,F,,,,
2437,2007,1240,F,,,,
2438,2007,1241,F,,,,
2439,2007,1242,Withdrawn,,,,
2440,2007,1243,Withdrawn,,,,
2441,2007,1244,F,,,,
2442,2007,1245,F,,,,
2443,2007,1246,F,,,,
2444,2007,1247,F,,,,
2445,2007,1248,Q,98,R,2008,
2446,2007,1249,Withdrawn,,,,
2447,2007,1250,Withdrawn,,,,
2448,2007,1251,Q,99,A,2008,
2449,2007,1252,F,,,,
2450,2007,1253,F,,,,
2451,2007,1254,F,,,,
2452,2007,1255,F,,,,
2453,2007,1256,F,,,,
2454,2007,1257,Withdrawn,,,,
2455,2007,1262,F,,,,
2456,INITIATIVENUMBER,,,,,,
2458,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2460,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2462,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2464,ELECTIONYEAR,,,,,,
2469,2007,1263,F,,,,
2470,2007,1264,F,,,,
2471,2007,1265,Withdrawn,,,,
2472,2007,1266,Withdrawn,,,,
2473,2007,1267,Withdrawn,,,,
2474,2007,1268,F,,,,
2475,2007,1269,Withdrawn,,,,
2476,2007,1270,F,,,,
2477,2007,1271,Q,3,A,2008,
2478,2007,1272,F,,,,
2479,2007,1273,F,,,,
2480,2007,1274,Q,2,A,2008,
2481,2007,1275,F,,,,
2482,2007,1276,F,,,,
2483,2007,1277,F,,,,
2484,2007,1278,F,,,,
2485,2007,1279,F,,,,
2486,2007,1280,F,,,,
2487,2007,1281,F,,,,
2488,2007,1282,F,,,,
2489,2007,1283,F,,,,
2490,INITIATIVENUMBER,,,,,,
2492,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2494,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2496,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2498,ELECTIONYEAR,,,,,,
2503,2007,1284,F,,,,
2504,2007,1286,F,,,,
2505,2007,1287,Q,4,R,2008,
2506,2007,1288,F,,,,
2507,2007,1289,F,,,,
2508,2007,1290,F,,,,
2509,2007,1291,F,,,,
2510,2007,1292,F,,,,
2511,2007,1293,F,,,,
2512,2007,1294,F,,,,
2513,2007,1295,F,,,,
2514,2007,1296,F,,,,
2515,2007,1297,F,,,,
2516,2007,1298,Q,8,A,2008,
2517,2007,1299,F,,,,
2518,2007,1300,F,,,,
2519,2007,1301,F,,,,
2520,2007,1302,F,,,,
2521,2007,1303,F,,,,
2522,2007,1304,Q,7,R,2008,
2523,2007,1305,F,,,,
2524,2007,1306,F,,,,
2525,INITIATIVENUMBER,,,,,,
2527,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2529,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2531,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2533,ELECTIONYEAR,,,,,,
2538,2007,1307,Q,11,A,2008,
2539,2007,1308,F,,,,
2540,2007,1309,F,,,,
2543,2008,1310,Q,5,R,2008,
2544,2008,1311,F,,,,
2545,2008,1312,F,,,,
2546,2008,1313,Withdrawn,,,,
2547,2008,1314,F,,,,
2548,2008,1315,F,,,,
2549,2008,1316,F,,,,
2550,2008,1317,F,,,,
2551,2008,1318,F,,,,
2552,2008,1319,F,,,,
2553,2008,1320,F,,,,
2554,2008,1321,F,,,,
2555,2008,1322,Withdrawn,,,,
2556,2008,1323,F,,,,
2557,2008,1324,F,,,,
2558,2008,1325,Q,9,A,2008,
2559,2008,1326,Q,6,R,2008,
2560,2008,1327,F,,,,
2561,2008,1328,F,,,,
2562,INITIATIVENUMBER,,,,,,
2564,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2566,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2568,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2570,ELECTIONYEAR,,,,,,
2575,2008,1329,F,,,,
2576,2008,1330,F,,,,
2577,2008,1331,F,,,,
2578,2008,1332,Q,10,R,2008,
2579,2008,1333,Withdrawn,,,,
2580,2008,1334,F,,,,
2581,2008,1335,F,,,,
2582,2008,1336,F,,,,
2583,2008,1337,F,,,,
2584,2008,1338,Withdrawn,,,,
2585,2008,1339,Withdrawn,,,,
2586,2008,1340,Withdrawn,,,,
2587,2008,1341,F,,,,
2588,2008,1342,F,,,,
2589,2008,1343,F,,,,
2590,2008,1344,F,,,,
2591,2008,1345,F,,,,
2592,2008,1346,F,,,,
2593,2008,1347,F,,,,
2594,INITIATIVENUMBER,,,,,,
2596,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2598,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2600,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2602,ELECTIONYEAR,,,,,,
2608,2008,1348,Law Enforcement Licenses. (CA),F,,,
2611,2009,1349,University of California Retirement Benefits Board. (CA),F,,,
2612,2009,1350,Renegotiation of Public Employee Pension Contracts. (CA),F,,,
2613,2009,1351,Wealth Tax. (CA/S),F,,,
2614,2009,1352,State Budget. Repeal of Two-Thirds Legislative Vote Requirement.(CA),F,,,
2615,2009,1353,State Budget. Taxes. Repeal of Two-Thirds Legislative VoteRequirement. (CA),F,,,
2616,2009,1354,State Budget. Penalties for Governor and Legislature if BudgetDeadlines Not Met. (CA),F,,,
2617,2009,1355,Education Funding. Sales Tax. (CA/S),F,,,
2618,2009,1356,Substitutes Domestic Partnership for Marriage in California Law.(CA/S),F,,,
2619,2009,1357,Reinstates Right of Same-Sex Couples to Marry. (CA),F,,,
2620,2009,1358,Denial of Public Benefits for Persons Who Cannot Verify LawfulPresence. Denial of Birth Certificates to Children of UndocumentedParents Who Fail to Verify Status. (S),Withdrawn,,,
2621,2009,1359,Limits on Voting. (S),F,,,
2622,2009,1360,Tax on Pension Distributions and Health Care Benefits. (S),F,,,
2623,2009,1361,Limits on Voting. (S),F,,,
2624,2009,1362,Limits on Voting. (S),F,,,
2625,2009,1363,Tax on Employers Who Collect Life-Insurance Benefits Upon theDeath of Former Employees. (S),F,,,
2626,2009,1364,Reinstates Right of Same-Sex Couples to Marry. (CA),F,,,
2627,2009,1365,Denial of Public Benefits for Persons Who Cannot Verify LawfulPresence. Denial of Standard Birth Certificate for Children ofUndocumented Parents. (S),F,,,
2628,2009,1366,Part-Time Legislature. (CA),F,,,
2629,INITIATIVENUMBER,,,,,,
2631,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2633,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2635,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2637,ELECTIONYEAR,,,,,,
2642,2009,1367,F,,,,
2643,2009,1368,F,,,,
2644,2009,1369,Q,16,R,2010,
2645,2009,1370,F,,,,
2646,2009,1371,F,,,,
2647,2009,1372,Withdrawn,,,,
2648,2009,1373,Withdrawn,,,,
2649,2009,1374,Withdrawn,,,,
2650,2009,1375,F,,,,
2651,2009,1376,F,,,,
2652,2009,1377,Q,19,R,2010,
2653,2009,1378,F,,,,
2654,2009,1379,F,,,,
2655,2009,1380,Q,20,A,2010,
2656,2009,1381,Q,17,R,2010,
2657,2009,1382,F,,,,
2658,2009,1383,F,,,,
2659,INITIATIVENUMBER,,,,,,
2661,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2663,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2665,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2667,ELECTIONYEAR,,,,,,
2672,2009,1384,F,,,,
2673,2009,1385,F,,,,
2674,2009,1386,Withdrawn,,,,
2675,2009,1387,F,,,,
2676,2009,1388,F,,,,
2677,2009,1389,F,,,,
2678,2009,1390,F,,,,
2679,2009,1391,F,,,,
2680,2009,1392,F,,,,
2681,2009,1393,F,,,,
2682,2009,1394,Q,28,A,2012,
2683,2009,1395,F,,,,
2684,2009,1396,F,,,,
2685,2009,1397,F,,,,
2686,2009,1398,F,,,,
2687,2009,1399,F,,,,
2688,2009,1400,F,,,,
2689,2009,1401,F,,,,
2690,2009,1402,F,,,,
2691,INITIATIVENUMBER,,,,,,
2693,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2695,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2697,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2699,ELECTIONYEAR,,,,,,
2704,2009,1403,F,,,,
2705,2009,1404,F,,,,
2706,2009,1405,Withdrawn,,,,
2707,2009,1406,F,,,,
2708,2009,1407,F,,,,
2709,2009,1408,Q,25,A,2010,
2710,2009,1409,F,,,,
2711,2009,1410,F,,,,
2712,2009,1411,F,,,,
2713,2009,1412,Q,24,R,2010,
2714,2009,1413,F,,,,
2715,2009,1414,Q,22,A,2010,
2716,2009,1415,F,,,,
2717,2009,1416,F,,,,
2718,INITIATIVENUMBER,,,,,,
2720,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2722,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2724,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2726,ELECTIONYEAR,,,,,,
2731,2009,1417,F,,,,
2732,2009,1418,F,,,,
2733,2009,1419,F,,,,
2734,2009,1420,F,,,,
2735,2009,1421,Q,21,R,2010,
2738,2010,1422,F,,,,
2739,2010,1423,F,,,,
2740,2010,1424,F,,,,
2741,2010,1425,F,,,,
2742,2010,1426,F,,,,
2743,INITIATIVENUMBER,,,,,,
2745,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2747,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2749,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2751,ELECTIONYEAR,,,,,,
2756,2010,1427,F,,,,
2757,2010,1428,F,,,,
2758,2010,1429,F,,,,
2759,2010,1430,F,,,,
2760,2010,1431,F,,,,
2761,2010,1432,F,,,,
2762,2010,1433,F,,,,
2763,2010,1434,F,,,,
2764,2010,1435,F,,,,
2765,2010,1436,F,,,,
2766,2010,1437,F,,,,
2767,2010,1438,F,,,,
2768,INITIATIVENUMBER,,,,,,
2770,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2772,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2774,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2776,ELECTIONYEAR,,,,,,
2781,2010,1439,F,,,,
2782,2010,1440,F,,,,
2783,2010,1441,Q,26,A,2010,
2784,2010,1442,F,,,,
2785,2010,1443,F,,,,
2786,2010,1444,Q,29,R,2012,
2787,2010,1445,F,,,,
2788,2010,1446,F,,,,
2789,2010,1447,F,,,,
2790,2010,1448,F,,,,
2791,2010,1449,F,,,,
2792,2010,1450,F,,,,
2793,INITIATIVENUMBER,,,,,,
2795,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2797,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2799,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2801,ELECTIONYEAR,,,,,,
2806,2010,1451,Q,27,R,2010,
2807,2010,1452,F,,,,
2808,2010,1453,F,,,,
2809,2010,1454,Q,23,R,2010,
2810,2010,1455,F,,,,
2811,2010,1456,F,,,,
2812,2010,1457,F,,,,
2813,2010,1458,F,,,,
2814,2010,1459,F,,,,
2815,2010,1460,Withdrawn,,,,
2816,2010,1461,Withdrawn,,,,
2817,2010,1462,F,,,,
2818,INITIATIVENUMBER,,,,,,
2820,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2822,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2824,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2826,ELECTIONYEAR,,,,,,
2831,2010,1463,F,,,,
2832,2010,1464,F,,,,
2833,2010,1465,F,,,,
2834,2010,1466,F,,,,
2835,2010,1467,F,,,,
2836,2010,1468,Withdrawn,,,,
2837,2010,1469,F,,,,
2838,2010,1470,F,,,,
2839,2010,1471,F,,,,
2840,2010,1472,F,,,,
2841,2010,1473,F,,,,
2842,2010,1474,F,,,,
2843,INITIATIVENUMBER,,,,,,
2845,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2847,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2849,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2851,ELECTIONYEAR,,,,,,
2857,2010,1475,Creates Special Constitutional Rule for Speech Based on the Bible.(CA),F,,,
2858,2010,1476,Makes it a Crime for Undocumented Persons to Seek Work  WhileConcealing Their Immigration Status and Also Makes it a Crime forAny Employer to Hire an Undocumented Person Intentionally orNegligently. (S),F,,,
2861,2011,1477,Presidential Electors. Political Party Nomination and Election byCongressional District. (S),F,,,
2862,2011,1478,Prohibits Abortions for Females Under 18 Without ParentalNotification. (CA),F,,,
